P(AH | #)	is	0.04914555449330784
P(T | #)	is	0.03994383365200765
P(EH | #)	is	0.02390057361376673
P(AE | #)	is	0.02372131931166348
P(EY | #)	is	0.003614961759082218
P(AA | #)	is	0.010874760994263863
P(IH | #)	is	0.049384560229445505
P(IY | #)	is	0.0026290630975143404
P(AY | #)	is	0.004451481835564054
P(AO | #)	is	0.007857313575525812
P(ER | #)	is	0.003256453154875717
P(AW | #)	is	0.002897944550669216
P(OW | #)	is	0.007439053537284895
P(B | #)	is	0.06049832695984703
P(S | #)	is	0.10599904397705545
P(K | #)	is	0.0941085086042065
P(CH | #)	is	0.00866395793499044
P(SH | #)	is	0.013145315487571701
P(Z | #)	is	0.0016132887189292543
P(D | #)	is	0.061065965583173995
P(JH | #)	is	0.015146988527724666
P(Y | #)	is	0.0065427820267686424
P(F | #)	is	0.04666586998087954
P(G | #)	is	0.028650812619502867
P(ZH | #)	is	0.00017925430210325049
P(N | #)	is	0.021002629063097515
P(HH | #)	is	0.03794216061185469
P(W | #)	is	0.026499760994263863
P(L | #)	is	0.03459608030592734
P(M | #)	is	0.055001195028680686
P(OY | #)	is	0.00035850860420650097
P(UW | #)	is	0.00017925430210325049
P(P | #)	is	0.07107433078393881
P(R | #)	is	0.05882528680688336
P(TH | #)	is	0.0065427820267686424
P(DH | #)	is	0.0011950286806883365
P(V | #)	is	0.015296367112810707
P(# | #)	is	2.9875717017208412e-05
P(NG | #)	is	2.9875717017208412e-05
P(UH | #)	is	2.9875717017208412e-05
P(# | AH)	is	0.02934356423120705
P(L | AH)	is	0.16248577090096547
P(N | AH)	is	0.27716176904591255
P(B | AH)	is	0.037649142038028584
P(D | AH)	is	0.06682406509549306
P(T | AH)	is	0.08035751928833425
P(K | AH)	is	0.032716387706058433
P(G | AH)	is	0.01530418651713816
P(S | AH)	is	0.09629411020700704
P(V | AH)	is	0.010497913065474936
P(HH | AH)	is	0.0021080146717821157
P(M | AH)	is	0.061174585775116995
P(P | AH)	is	0.02824739660188035
P(Z | AH)	is	0.04001011847042455
P(W | AH)	is	0.005227876386019647
P(CH | AH)	is	0.0024874573127028963
P(JH | AH)	is	0.010708714532653147
P(NG | AH)	is	0.004721952864791939
P(F | AH)	is	0.027446351026603144
P(TH | AH)	is	0.0034571440617226696
P(DH | AH)	is	0.0014334499768118387
P(SH | AH)	is	0.003077701420801889
P(R | AH)	is	0.0003372823474851385
P(EY | AH)	is	8.432058687128462e-05
P(Y | AH)	is	8.432058687128462e-05
P(ZH | AH)	is	0.00016864117374256924
P(AH | AH)	is	4.216029343564231e-05
P(IH | AH)	is	4.216029343564231e-05
P(EH | AH)	is	4.216029343564231e-05
P(AE | AH)	is	4.216029343564231e-05
P(AA | AH)	is	4.216029343564231e-05
P(IY | AH)	is	4.216029343564231e-05
P(OW | AH)	is	4.216029343564231e-05
P(ER | AH)	is	4.216029343564231e-05
P(AO | AH)	is	4.216029343564231e-05
P(AY | AH)	is	4.216029343564231e-05
P(AW | AH)	is	4.216029343564231e-05
P(UW | AH)	is	4.216029343564231e-05
P(UH | AH)	is	4.216029343564231e-05
P(OY | AH)	is	4.216029343564231e-05
P(R | T)	is	0.08600583090379009
P(# | T)	is	0.21574344023323616
P(AH | T)	is	0.16451478550603915
P(IY | T)	is	0.05761488268776899
P(S | T)	is	0.08315979453005692
P(IH | T)	is	0.10238789393308344
P(L | T)	is	0.018672775232541995
P(N | T)	is	0.004095515757323338
P(EY | T)	is	0.027696793002915453
P(EH | T)	is	0.03519366930445648
P(ER | T)	is	0.08357628765792031
P(OW | T)	is	0.012841871442454533
P(M | T)	is	0.0055532417048452035
P(HH | T)	is	0.0015965569901429959
P(AY | T)	is	0.015063168124392614
P(UW | T)	is	0.012217131750659447
P(AO | T)	is	0.013813688740802443
P(AA | T)	is	0.013883104262113009
P(AE | T)	is	0.02325419963903929
P(W | T)	is	0.004928502013050118
P(F | T)	is	0.004234346799944467
P(UH | T)	is	0.001874219075385256
P(AW | T)	is	0.0027766208524226017
P(K | T)	is	0.001735388032764126
P(B | T)	is	0.0021518811606275165
P(D | T)	is	0.0006941552131056504
P(T | T)	is	0.00027766208524226016
P(Y | T)	is	0.0008329862557267805
P(TH | T)	is	0.00020824656393169514
P(P | T)	is	0.0011106483409690406
P(Z | T)	is	0.00013883104262113008
P(CH | T)	is	0.00020824656393169514
P(G | T)	is	0.0006941552131056504
P(V | T)	is	0.00013883104262113008
P(SH | T)	is	0.00013883104262113008
P(OY | T)	is	0.0006941552131056504
P(NG | T)	is	6.941552131056504e-05
P(JH | T)	is	6.941552131056504e-05
P(ZH | T)	is	6.941552131056504e-05
P(DH | T)	is	6.941552131056504e-05
P(IH | R)	is	0.08297404311482622
P(AH | R)	is	0.18653761548614167
P(IY | R)	is	0.1392872855257369
P(D | R)	is	0.03343598768147822
P(M | R)	is	0.02287725472943247
P(SH | R)	is	0.004135503739551254
P(T | R)	is	0.03827540695116586
P(EY | R)	is	0.053057633084029915
P(EH | R)	is	0.06396832380114387
P(AO | R)	is	0.011614606247250329
P(B | R)	is	0.007391113066432028
P(P | R)	is	0.005631324241091069
P(AE | R)	is	0.06581610206775187
P(UW | R)	is	0.03000439947206335
P(N | R)	is	0.012230532336119666
P(AA | R)	is	0.03194016717993841
P(# | R)	is	0.033611966564012316
P(Z | R)	is	0.014694236691597008
P(ER | R)	is	0.0030796304443466782
P(OY | R)	is	0.003783545974483062
P(OW | R)	is	0.04214694236691597
P(S | R)	is	0.01293444786625605
P(TH | R)	is	0.004047514298284206
